snum,wins,victories,rounds
#126,33,6,"['#126', '#126', '#48', '#126', '#48', '#438', '#438', '#126', '#126', '#438', '#940', '#940', '#940', '#940', '#940', '#126', '#435', '#435', '#435', '#435', '#345', '#126', '#345', '#345', '#126', '#126', '#126', '#126', '#754', '#754', '#751', '#126', '#126', '#126', '#751', '#126', '#126', '#126', '#264', '#264', '#126', '#126', '#126', '#126', '#126', '#126', '#795', '#795', '#795', '#126', '#291', '#291', '#126', '#126', '#291', '#126', '#237', '#126', '#237', '#126', '#236', '#236', '#126', '#126', '#236', '#126', '#126', '#863', '#863', '#863']"
#725,42,8,"['#618', '#725', '#618', '#725', '#618', '#725', '#306', '#725', '#306', '#306', '#725', '#725', '#960', '#725', '#960', '#725', '#725', '#725', '#338', '#725', '#773', '#725', '#773', '#773', '#773', '#323', '#725', '#725', '#323', '#323', '#738', '#725', '#725', '#725', '#738', '#725', '#725', '#725', '#251', '#251', '#725', '#192', '#192', '#725', '#725', '#353', '#725', '#353', '#353', '#353', '#725', '#592', '#725', '#725', '#592', '#725', '#838', '#838', '#838', '#725', '#230', '#230', '#725', '#230', '#725', '#725', '#725', '#930', '#725', '#930', '#163', '#163', '#163', '#163', '#163', '#725', '#725', '#725', '#725', '#299', '#725', '#725', '#605', '#605', '#605', '#534', '#534', '#534', '#534', '#534', '#734', '#725', '#725', '#734', '#734']"
#618,39,9,"['#618', '#725', '#618', '#725', '#618', '#409', '#618', '#618', '#409', '#618', '#618', '#618', '#618', '#713', '#618', '#618', '#618', '#981', '#618', '#618', '#546', '#618', '#546', '#618', '#618', '#517', '#517', '#517', '#618', '#618', '#618', '#268', '#268', '#618', '#268', '#950', '#618', '#950', '#950', '#950', '#830', '#830', '#830', '#618', '#618', '#431', '#431', '#431', '#431', '#618', '#618', '#618', '#121', '#121', '#618', '#748', '#748', '#748', '#618', '#748', '#618', '#792', '#792', '#618', '#618', '#289', '#618', '#289', '#618', '#618', '#618', '#618', '#618', '#153', '#618']"
#961,10,2,"['#961', '#961', '#961', '#141', '#961', '#918', '#918', '#961', '#918', '#961', '#961', '#961', '#754', '#961', '#754', '#421', '#421', '#421', '#961', '#421']"
#141,19,3,"['#961', '#961', '#961', '#141', '#961', '#76', '#141', '#76', '#76', '#141', '#149', '#149', '#149', '#141', '#149', '#977', '#977', '#977', '#977', '#977', '#498', '#141', '#141', '#141', '#141', '#141', '#7', '#7', '#141', '#141', '#836', '#836', '#836', '#836', '#141', '#735', '#735', '#141', '#735', '#735', '#141', '#141', '#444', '#444', '#141', '#141', '#194', '#194', '#141', '#194', '#238', '#238', '#238', '#238', '#141']"
#959,32,5,"['#841', '#841', '#959', '#841', '#959', '#959', '#294', '#294', '#294', '#959', '#42', '#42', '#959', '#959', '#42', '#233', '#233', '#959', '#959', '#959', '#665', '#665', '#959', '#959', '#665', '#894', '#959', '#959', '#959', '#959', '#959', '#608', '#959', '#608', '#608', '#467', '#467', '#959', '#959', '#467', '#959', '#959', '#959', '#959', '#1', '#959', '#959', '#959', '#959', '#46', '#959', '#959', '#951', '#959', '#951', '#637', '#637', '#959', '#959', '#637']"
#841,38,11,"['#841', '#841', '#959', '#841', '#959', '#841', '#841', '#841', '#330', '#841', '#841', '#25', '#841', '#841', '#841', '#841', '#790', '#790', '#841', '#841', '#841', '#733', '#841', '#733', '#841', '#841', '#941', '#941', '#841', '#841', '#545', '#841', '#841', '#545', '#841', '#841', '#172', '#841', '#841', '#841', '#4', '#841', '#841', '#841', '#841', '#97', '#841', '#841', '#841', '#841', '#831', '#841', '#841', '#841', '#831']"
#434,27,4,"['#223', '#434', '#434', '#434', '#223', '#434', '#434', '#434', '#434', '#434', '#818', '#818', '#818', '#434', '#818', '#519', '#434', '#519', '#434', '#434', '#275', '#275', '#434', '#275', '#275', '#434', '#424', '#424', '#424', '#424', '#434', '#994', '#994', '#434', '#434', '#335', '#335', '#434', '#335', '#335', '#808', '#808', '#808', '#434', '#434', '#181', '#181', '#434', '#434', '#181', '#267', '#267', '#267', '#267', '#267', '#799', '#799', '#434', '#434', '#799', '#434', '#434', '#712', '#712', '#712', '#420', '#420', '#420', '#420', '#434']"
#529,53,11,"['#529', '#529', '#529', '#713', '#529', '#807', '#807', '#529', '#807', '#807', '#42', '#529', '#529', '#42', '#42', '#71', '#529', '#71', '#529', '#71', '#529', '#529', '#920', '#920', '#920', '#529', '#529', '#529', '#529', '#529', '#529', '#529', '#620', '#529', '#620', '#529', '#529', '#529', '#529', '#134', '#529', '#529', '#380', '#529', '#380', '#715', '#529', '#529', '#715', '#529', '#570', '#529', '#529', '#529', '#570', '#324', '#324', '#324', '#529', '#324', '#529', '#529', '#529', '#642', '#529', '#488', '#529', '#529', '#488', '#488', '#2', '#529', '#2', '#2', '#2', '#529', '#529', '#813', '#813', '#813', '#651', '#529', '#651', '#529', '#529', '#529', '#529', '#529', '#529', '#529', '#529', '#529', '#567', '#529', '#567']"
#713,21,4,"['#529', '#529', '#529', '#713', '#529', '#618', '#618', '#618', '#713', '#618', '#478', '#713', '#713', '#478', '#713', '#412', '#713', '#412', '#713', '#412', '#713', '#713', '#713', '#847', '#847', '#889', '#713', '#889', '#713', '#889', '#23', '#713', '#23', '#713', '#23', '#355', '#713', '#713', '#355', '#713', '#940', '#713', '#940', '#940', '#940', '#713', '#713', '#713', '#58', '#58']"
#553,21,5,"['#553', '#553', '#553', '#226', '#553', '#553', '#553', '#625', '#625', '#625', '#553', '#553', '#553', '#239', '#553', '#827', '#553', '#553', '#553', '#827', '#553', '#553', '#553', '#770', '#553', '#553', '#553', '#553', '#651', '#553']"
#226,42,7,"['#553', '#553', '#553', '#226', '#553', '#226', '#656', '#656', '#226', '#656', '#226', '#484', '#484', '#226', '#484', '#226', '#511', '#511', '#511', '#511', '#996', '#996', '#996', '#996', '#996', '#226', '#548', '#548', '#226', '#226', '#226', '#66', '#66', '#226', '#66', '#226', '#637', '#637', '#637', '#637', '#226', '#98', '#226', '#226', '#226', '#517', '#226', '#517', '#226', '#517', '#563', '#563', '#563', '#563', '#563', '#226', '#890', '#226', '#890', '#226', '#226', '#595', '#226', '#226', '#226', '#226', '#98', '#98', '#226', '#98', '#747', '#747', '#747', '#747', '#226', '#226', '#384', '#384', '#384', '#384', '#226', '#226', '#467', '#467', '#226', '#226', '#39', '#226', '#226', '#39', '#226', '#226', '#226', '#656', '#226', '#350', '#350', '#350', '#350', '#226', '#226', '#793', '#793', '#226', '#793']"
#868,21,5,"['#868', '#154', '#868', '#868', '#154', '#259', '#259', '#868', '#868', '#259', '#868', '#868', '#868', '#868', '#868', '#744', '#868', '#868', '#868', '#868', '#60', '#60', '#868', '#868', '#868', '#868', '#868', '#868', '#868', '#198']"
#154,23,5,"['#868', '#154', '#868', '#868', '#154', '#154', '#154', '#154', '#335', '#335', '#154', '#154', '#30', '#154', '#30', '#552', '#154', '#154', '#552', '#552', '#154', '#807', '#154', '#154', '#807', '#154', '#154', '#154', '#154', '#394', '#786', '#786', '#786', '#154', '#786', '#154', '#154', '#154', '#154', '#464', '#252', '#154', '#252', '#252', '#252']"
#705,28,5,"['#522', '#522', '#705', '#522', '#522', '#962', '#705', '#962', '#962', '#962', '#419', '#705', '#419', '#419', '#419', '#72', '#705', '#72', '#705', '#72', '#705', '#705', '#705', '#91', '#705', '#705', '#705', '#705', '#115', '#115', '#705', '#705', '#744', '#744', '#705', '#703', '#705', '#705', '#703', '#705', '#705', '#705', '#705', '#778', '#705', '#705', '#10', '#10', '#10', '#705', '#705', '#705', '#557', '#557', '#557', '#705', '#705', '#940', '#940', '#940']"
#522,27,6,"['#522', '#522', '#705', '#522', '#522', '#522', '#522', '#522', '#544', '#522', '#237', '#237', '#522', '#237', '#522', '#522', '#287', '#522', '#287', '#522', '#966', '#522', '#966', '#966', '#966', '#522', '#166', '#522', '#522', '#522', '#252', '#252', '#252', '#522', '#522', '#522', '#308', '#522', '#522', '#522', '#503', '#503', '#522', '#522', '#522']"
#186,29,7,"['#186', '#186', '#186', '#186', '#473', '#186', '#924', '#924', '#924', '#186', '#186', '#186', '#334', '#334', '#334', '#460', '#186', '#460', '#186', '#186', '#186', '#186', '#186', '#186', '#276', '#186', '#186', '#186', '#186', '#685', '#186', '#186', '#186', '#787', '#787', '#146', '#186', '#186', '#146', '#186', '#186', '#186', '#186', '#186', '#56']"
#473,38,6,"['#186', '#186', '#186', '#186', '#473', '#619', '#473', '#473', '#473', '#473', '#473', '#776', '#473', '#473', '#473', '#116', '#116', '#473', '#473', '#473', '#728', '#728', '#728', '#473', '#473', '#400', '#473', '#400', '#400', '#400', '#457', '#473', '#457', '#473', '#457', '#391', '#473', '#391', '#391', '#391', '#38', '#473', '#473', '#473', '#38', '#852', '#852', '#852', '#852', '#473', '#598', '#473', '#473', '#473', '#473', '#210', '#210', '#473', '#473', '#210', '#473', '#42', '#473', '#42', '#42', '#65', '#65', '#473', '#65', '#473', '#117', '#117', '#473', '#117', '#117', '#473', '#476', '#473', '#476', '#473', '#473', '#473', '#232', '#232', '#232']"
#526,18,1,"['#751', '#526', '#751', '#526', '#751', '#290', '#526', '#290', '#290', '#290', '#526', '#620', '#620', '#620', '#526', '#526', '#904', '#904', '#526', '#904', '#526', '#860', '#860', '#860', '#526', '#140', '#140', '#526', '#526', '#140', '#224', '#224', '#224', '#526', '#224', '#526', '#231', '#526', '#526', '#526', '#939', '#939', '#526', '#939', '#939', '#608', '#608', '#526', '#608', '#608']"
#751,40,8,"['#751', '#526', '#751', '#526', '#751', '#751', '#751', '#707', '#707', '#751', '#751', '#751', '#936', '#751', '#936', '#888', '#888', '#888', '#751', '#751', '#704', '#751', '#704', '#704', '#704', '#339', '#751', '#339', '#339', '#751', '#751', '#126', '#126', '#126', '#751', '#751', '#751', '#751', '#751', '#751', '#751', '#751', '#751', '#976', '#751', '#988', '#751', '#988', '#751', '#751', '#299', '#751', '#299', '#299', '#751', '#751', '#441', '#751', '#441', '#751', '#751', '#751', '#751', '#467', '#751', '#751', '#462', '#462', '#462', '#751', '#901', '#901', '#901', '#901', '#751']"
#962,47,11,"['#962', '#648', '#962', '#648', '#962', '#962', '#295', '#962', '#295', '#962', '#962', '#962', '#962', '#962', '#210', '#962', '#705', '#962', '#962', '#962', '#962', '#285', '#962', '#962', '#285', '#962', '#1', '#1', '#1', '#962', '#962', '#962', '#962', '#421', '#962', '#2', '#2', '#962', '#2', '#962', '#962', '#962', '#278', '#278', '#278', '#962', '#411', '#962', '#411', '#962', '#813', '#962', '#813', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#962', '#974', '#962', '#962', '#962', '#962']"
#648,12,2,"['#962', '#648', '#962', '#648', '#962', '#279', '#279', '#279', '#279', '#648', '#672', '#672', '#648', '#672', '#648', '#648', '#648', '#648', '#948', '#648', '#738', '#738', '#738', '#738', '#738', '#674', '#648', '#648', '#648', '#674', '#999', '#999', '#999', '#999', '#999']"
#780,34,6,"['#108', '#780', '#108', '#108', '#780', '#780', '#72', '#780', '#72', '#72', '#289', '#289', '#780', '#289', '#289', '#780', '#319', '#319', '#319', '#319', '#706', '#780', '#780', '#780', '#706', '#902', '#780', '#780', '#902', '#902', '#780', '#306', '#780', '#306', '#780', '#780', '#842', '#842', '#842', '#842', '#210', '#210', '#210', '#780', '#210', '#780', '#809', '#809', '#809', '#780', '#257', '#780', '#257', '#780', '#257', '#780', '#296', '#780', '#780', '#780', '#684', '#684', '#684', '#780', '#684', '#780', '#379', '#780', '#379', '#780', '#780', '#780', '#780', '#204', '#204', '#780', '#780', '#340', '#340', '#780']"
#108,19,4,"['#108', '#780', '#108', '#108', '#780', '#108', '#906', '#906', '#108', '#906', '#391', '#391', '#391', '#391', '#391', '#108', '#108', '#338', '#338', '#108', '#833', '#833', '#108', '#833', '#108', '#656', '#656', '#108', '#656', '#656', '#108', '#207', '#108', '#207', '#108', '#135', '#135', '#108', '#108', '#108', '#916', '#916', '#916', '#108', '#108']"
#635,14,2,"['#917', '#917', '#917', '#917', '#917', '#635', '#635', '#635', '#635', '#963', '#797', '#797', '#797', '#635', '#797', '#129', '#635', '#635', '#635', '#129', '#635', '#447', '#447', '#635', '#447', '#382', '#382', '#382', '#635', '#382', '#635', '#645', '#645', '#645', '#645', '#635', '#996', '#996', '#635', '#996']"
#917,19,2,"['#917', '#917', '#917', '#917', '#917', '#996', '#917', '#996', '#917', '#996', '#917', '#488', '#917', '#488', '#488', '#917', '#714', '#714', '#714', '#917', '#493', '#917', '#493', '#917', '#493', '#187', '#917', '#917', '#187', '#187', '#301', '#301', '#917', '#301', '#301', '#528', '#528', '#917', '#917', '#917']"
#680,24,3,"['#680', '#680', '#758', '#680', '#680', '#680', '#680', '#680', '#680', '#556', '#680', '#680', '#125', '#680', '#680', '#391', '#391', '#680', '#391', '#680', '#398', '#398', '#398', '#398', '#680', '#260', '#260', '#260', '#260', '#260', '#680', '#23', '#23', '#680', '#23', '#315', '#680', '#315', '#680', '#315', '#869', '#869', '#869', '#680', '#680', '#482', '#482', '#482', '#482', '#680', '#680', '#654', '#654', '#680', '#654']"
#758,12,1,"['#680', '#680', '#758', '#680', '#680', '#424', '#424', '#424', '#758', '#424', '#876', '#876', '#876', '#876', '#876', '#758', '#289', '#758', '#289', '#758', '#758', '#418', '#418', '#418', '#758', '#532', '#532', '#532', '#758', '#532', '#758', '#294', '#294', '#294', '#758', '#758', '#184', '#184', '#758', '#184']"
#863,30,8,"['#508', '#863', '#863', '#508', '#863', '#915', '#915', '#863', '#915', '#915', '#953', '#953', '#863', '#953', '#863', '#863', '#255', '#863', '#863', '#255', '#506', '#863', '#863', '#863', '#506', '#863', '#863', '#863', '#863', '#863', '#863', '#340', '#863', '#340', '#863', '#863', '#863', '#550', '#863', '#863', '#863', '#483', '#863', '#863', '#483', '#126', '#126', '#863', '#863', '#863']"
#124,35,6,"['#124', '#124', '#716', '#124', '#124', '#121', '#121', '#124', '#121', '#124', '#124', '#124', '#124', '#124', '#484', '#927', '#927', '#927', '#124', '#927', '#114', '#114', '#124', '#114', '#124', '#345', '#124', '#124', '#345', '#124', '#124', '#124', '#124', '#580', '#580', '#306', '#306', '#124', '#306', '#306', '#124', '#124', '#124', '#124', '#630', '#124', '#795', '#795', '#795', '#124', '#124', '#145', '#124', '#145', '#124', '#993', '#993', '#993', '#993', '#993', '#124', '#124', '#953', '#953', '#953', '#286', '#286', '#286', '#286', '#124', '#998', '#998', '#124', '#998', '#998', '#124', '#377', '#124', '#377', '#377']"
#716,49,10,"['#124', '#124', '#716', '#124', '#124', '#357', '#716', '#716', '#716', '#716', '#744', '#744', '#716', '#744', '#716', '#640', '#640', '#716', '#716', '#640', '#435', '#716', '#716', '#435', '#716', '#716', '#219', '#716', '#219', '#219', '#783', '#716', '#783', '#783', '#716', '#716', '#716', '#548', '#548', '#716', '#346', '#346', '#716', '#716', '#716', '#716', '#716', '#716', '#975', '#975', '#716', '#290', '#716', '#290', '#716', '#716', '#716', '#134', '#134', '#134', '#438', '#438', '#716', '#716', '#438', '#716', '#716', '#852', '#852', '#716', '#716', '#963', '#716', '#716', '#963', '#716', '#557', '#716', '#557', '#557', '#716', '#716', '#716', '#716', '#716', '#716', '#265', '#716', '#716', '#716']"
#94,35,8,"['#94', '#94', '#94', '#161', '#94', '#850', '#850', '#94', '#94', '#94', '#432', '#94', '#432', '#432', '#432', '#94', '#332', '#94', '#332', '#332', '#94', '#94', '#477', '#477', '#477', '#94', '#479', '#94', '#479', '#94', '#94', '#94', '#94', '#424', '#424', '#360', '#94', '#94', '#94', '#94', '#94', '#266', '#94', '#94', '#266', '#94', '#199', '#94', '#94', '#199', '#94', '#67', '#94', '#67', '#94', '#445', '#445', '#94', '#445', '#445', '#563', '#563', '#94', '#563', '#563', '#486', '#486', '#94', '#94', '#486']"
#161,27,4,"['#94', '#94', '#94', '#161', '#94', '#882', '#161', '#882', '#882', '#882', '#676', '#676', '#676', '#161', '#161', '#161', '#332', '#161', '#161', '#161', '#161', '#389', '#161', '#389', '#389', '#657', '#161', '#657', '#657', '#657', '#663', '#663', '#161', '#663', '#161', '#218', '#218', '#218', '#161', '#218', '#189', '#161', '#161', '#161', '#189', '#161', '#242', '#242', '#161', '#242', '#161', '#467', '#161', '#467', '#161', '#161', '#161', '#118', '#161', '#118', '#161', '#398', '#161', '#398', '#398']"
#103,38,9,"['#103', '#103', '#103', '#695', '#695', '#667', '#103', '#103', '#103', '#103', '#285', '#285', '#285', '#103', '#285', '#103', '#724', '#724', '#103', '#724', '#636', '#636', '#103', '#636', '#636', '#103', '#103', '#103', '#282', '#282', '#146', '#146', '#103', '#103', '#146', '#264', '#103', '#103', '#264', '#103', '#103', '#103', '#103', '#103', '#136', '#103', '#747', '#103', '#103', '#747', '#103', '#103', '#102', '#102', '#103', '#103', '#103', '#103', '#312', '#312', '#137', '#103', '#137', '#103', '#103', '#970', '#970', '#970', '#970', '#103', '#496', '#496', '#103', '#103', '#496']"
#695,11,2,"['#103', '#103', '#103', '#695', '#695', '#199', '#695', '#199', '#199', '#199', '#695', '#622', '#695', '#695', '#622', '#695', '#695', '#512', '#512', '#512', '#581', '#581', '#695', '#695', '#695']"
#806,31,5,"['#624', '#806', '#806', '#806', '#806', '#591', '#806', '#591', '#591', '#806', '#806', '#5', '#806', '#5', '#5', '#806', '#806', '#806', '#806', '#922', '#638', '#806', '#638', '#638', '#638', '#806', '#806', '#806', '#806', '#806', '#806', '#415', '#415', '#415', '#415', '#22', '#22', '#22', '#22', '#22', '#672', '#806', '#806', '#806', '#672', '#214', '#214', '#214', '#806', '#214', '#701', '#806', '#806', '#701', '#701', '#491', '#491', '#806', '#491', '#491', '#852', '#852', '#852', '#852', '#806', '#912', '#912', '#912', '#912', '#912', '#806', '#806', '#806', '#809', '#806']"
500,0,0,"['#500', '#500', '#500', '#695', '#695']"
695,0,0,"['#500', '#500', '#500', '#695', '#695']"
#709,25,5,"['#392', '#709', '#392', '#392', '#392', '#709', '#597', '#709', '#597', '#709', '#501', '#501', '#709', '#501', '#709', '#709', '#709', '#110', '#110', '#110', '#179', '#179', '#179', '#179', '#179', '#156', '#709', '#709', '#709', '#709', '#753', '#709', '#753', '#709', '#709', '#709', '#709', '#736', '#736', '#736', '#617', '#709', '#709', '#617', '#709', '#284', '#284', '#709', '#709', '#709', '#709', '#613', '#613', '#709', '#613']"
#735,29,5,"['#735', '#608', '#735', '#608', '#608', '#735', '#229', '#229', '#735', '#229', '#735', '#199', '#735', '#735', '#199', '#735', '#735', '#351', '#351', '#735', '#735', '#324', '#324', '#324', '#735', '#735', '#125', '#735', '#735', '#125', '#636', '#735', '#735', '#636', '#636', '#759', '#735', '#759', '#759', '#759', '#735', '#735', '#141', '#735', '#735', '#735', '#140', '#735', '#140', '#140', '#735', '#735', '#735', '#905', '#905', '#735', '#735', '#426', '#426', '#426', '#155', '#155', '#155', '#155', '#155']"
